"","COUNTRY","NAME_1","NAME_2","MAIZ_add_t_l_ph_h_hp","SORG_add_t_l_ph_h_hp","BEAN_add_t_l_ph_h_hp","CHIC_add_t_l_ph_h_hp","LENT_add_t_l_ph_h_hp","WHEA_add_t_l_ph_h_hp","BARL_add_t_l_ph_h_hp","ACOF_add_t_l_ph_h_hp","RCOF_add_t_l_ph_h_hp","PMIL_add_t_l_ph_h_hp","SMIL_add_t_l_ph_h_hp","POTA_add_t_l_ph_h_hp","SWPO_add_t_l_ph_h_hp","CASS_add_t_l_ph_h_hp","COWP_add_t_l_ph_h_hp","PIGE_add_t_l_ph_h_hp","SOYB_add_t_l_ph_h_hp","GROU_add_t_l_ph_h_hp","SUGC_add_t_l_ph_h_hp","COTT_add_t_l_ph_h_hp","COCO_add_t_l_ph_h_hp","TEAS_add_t_l_ph_h_hp","TOBA_add_t_l_ph_h_hp","MAIZ_add_t_l_ph_l_hp","SORG_add_t_l_ph_l_hp","BEAN_add_t_l_ph_l_hp","CHIC_add_t_l_ph_l_hp","LENT_add_t_l_ph_l_hp","WHEA_add_t_l_ph_l_hp","BARL_add_t_l_ph_l_hp","ACOF_add_t_l_ph_l_hp","RCOF_add_t_l_ph_l_hp","PMIL_add_t_l_ph_l_hp","SMIL_add_t_l_ph_l_hp","POTA_add_t_l_ph_l_hp","SWPO_add_t_l_ph_l_hp","CASS_add_t_l_ph_l_hp","COWP_add_t_l_ph_l_hp","PIGE_add_t_l_ph_l_hp","SOYB_add_t_l_ph_l_hp","GROU_add_t_l_ph_l_hp","SUGC_add_t_l_ph_l_hp","COTT_add_t_l_ph_l_hp","COCO_add_t_l_ph_l_hp","TEAS_add_t_l_ph_l_hp","TOBA_add_t_l_ph_l_hp","MAIZ_add_t_h_ph_h_hp","SORG_add_t_h_ph_h_hp","BEAN_add_t_h_ph_h_hp","CHIC_add_t_h_ph_h_hp","LENT_add_t_h_ph_h_hp","WHEA_add_t_h_ph_h_hp","BARL_add_t_h_ph_h_hp","ACOF_add_t_h_ph_h_hp","RCOF_add_t_h_ph_h_hp","PMIL_add_t_h_ph_h_hp","SMIL_add_t_h_ph_h_hp","POTA_add_t_h_ph_h_hp","SWPO_add_t_h_ph_h_hp","CASS_add_t_h_ph_h_hp","COWP_add_t_h_ph_h_hp","PIGE_add_t_h_ph_h_hp","SOYB_add_t_h_ph_h_hp","GROU_add_t_h_ph_h_hp","SUGC_add_t_h_ph_h_hp","COTT_add_t_h_ph_h_hp","COCO_add_t_h_ph_h_hp","TEAS_add_t_h_ph_h_hp","TOBA_add_t_h_ph_h_hp","MAIZ_add_t_h_ph_l_hp","SORG_add_t_h_ph_l_hp","BEAN_add_t_h_ph_l_hp","CHIC_add_t_h_ph_l_hp","LENT_add_t_h_ph_l_hp","WHEA_add_t_h_ph_l_hp","BARL_add_t_h_ph_l_hp","ACOF_add_t_h_ph_l_hp","RCOF_add_t_h_ph_l_hp","PMIL_add_t_h_ph_l_hp","SMIL_add_t_h_ph_l_hp","POTA_add_t_h_ph_l_hp","SWPO_add_t_h_ph_l_hp","CASS_add_t_h_ph_l_hp","COWP_add_t_h_ph_l_hp","PIGE_add_t_h_ph_l_hp","SOYB_add_t_h_ph_l_hp","GROU_add_t_h_ph_l_hp","SUGC_add_t_h_ph_l_hp","COTT_add_t_h_ph_l_hp","COCO_add_t_h_ph_l_hp","TEAS_add_t_h_ph_l_hp","TOBA_add_t_h_ph_l_hp","total","MAIZ_add_t_profit","SORG_add_t_profit","BEAN_add_t_profit","CHIC_add_t_profit","LENT_add_t_profit","WHEA_add_t_profit","BARL_add_t_profit","ACOF_add_t_profit","RCOF_add_t_profit","PMIL_add_t_profit","SMIL_add_t_profit","POTA_add_t_profit","SWPO_add_t_profit","CASS_add_t_profit","COWP_add_t_profit","PIGE_add_t_profit","SOYB_add_t_profit","GROU_add_t_profit","SUGC_add_t_profit","COTT_add_t_profit","COCO_add_t_profit","TEAS_add_t_profit","TOBA_add_t_profit","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"89","Malawi","Lilongwe","TA Chiseka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9704198991092,3.53160017377922,20.7413620821498,4.7396506276117,0.163965393656199,6.94210529305246,0,0,0,0,0,172.989197167023,25.1810863822834,0,1.71669352190185,14.3458010043389,0,87.4900724893985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.8,23.9704198991092,3.53160017377922,20.7413620821498,4.7396506276117,0.163965393656199,6.94210529305246,0,0,0,0,0,172.989197167023,25.1810863822834,0,1.71669352190185,14.3458010043389,0,87.4900724893985,0,0,0,0,0,0,0,361.811954034304,0,361.8,100
"113","Malawi","Mangochi","Lake Malombe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124585430853102,0.0361437256995467,0.00513531260495984,0,0,0,0,0,0,0,0,0,0,0.116501729004037,0,0.253382291631183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.124585430853102,0.0361437256995467,0.00513531260495984,0,0,0,0,0,0,0,0,0,0,0.116501729004037,0,0.253382291631183,0,0,0,0,0,0,0,0.535748489792829,0,0.5,100
"117","Malawi","Mangochi","SC Mbwana Nyambi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8472333313414,5.059384947975,0.164661923076533,0,0,0,0,0,0,0,0,0,0,13.5850558115927,0,32.8808865362973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,0,0,11.8472333313414,5.059384947975,0.164661923076533,0,0,0,0,0,0,0,0,0,0,13.5850558115927,0,32.8808865362973,0,0,0,0,0,0,0,63.537222550283,0,63.5,100
"119","Malawi","Mangochi","TA Chimwala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62433184453968,1.44280349214563,0.0298338895672767,0,0,0,0,0,0,0,0,0,0,3.47991719255305,0,6.94955975025846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,2.62433184453968,1.44280349214563,0.0298338895672767,0,0,0,0,0,0,0,0,0,0,3.47991719255305,0,6.94955975025846,0,0,0,0,0,0,0,14.5264461690641,0,14.5,100
"120","Malawi","Mangochi","TA Jalasi",0,0,12.4772747059051,7.1511754146473,0.153685008521826,0,0,0,0,0,0,0,0,0,0,15.3300814193665,0,30.6771463014104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59428121725426,2.31538926992482,0.0434767565818097,0,0,0,0,0,0,0,0,0,0,5.24578200101644,0,10.7741423411553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8,0,0,17.0715559231593,9.46656468457212,0.197161765103636,0,0,0,0,0,0,0,0,0,0,20.5758634203829,0,41.4512886425657,0,0,0,0,0,65.7893628498511,0,22.9730715859326,0,88.8,100
"125","Malawi","Mchinji","Mchinji Boma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65871504852942,1.37585808694941,0.293026040660759,0,0,0,0,0,0,0,0,0,0,3.67241341635562,0,57.268741249311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,0,0,3.65871504852942,1.37585808694941,0.293026040660759,0,0,0,0,0,0,0,0,0,0,3.67241341635562,0,57.268741249311,0,0,0,0,0,0,0,66.2687538418062,0,66.3,100
"129","Malawi","Mchinji","TA Mkanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2562836724544,6.3101355807355,1.73922728767246,0,0,0,0,0,0,0,0,0,0,13.9046141611391,0,104.468796302608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.7,0,0,10.2562836724544,6.3101355807355,1.73922728767246,0,0,0,0,0,0,0,0,0,0,13.9046141611391,0,104.468796302608,0,0,0,0,0,0,0,136.67905700461,0,136.7,100
"130","Malawi","Mchinji","TA Mlonyeni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5485006590732,5.38444032477531,1.34649570137695,0,0,0,0,0,0,0,0,0,0,11.9391002517812,0,158.127862191906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.3,0,0,10.5485006590732,5.38444032477531,1.34649570137695,0,0,0,0,0,0,0,0,0,0,11.9391002517812,0,158.127862191906,0,0,0,0,0,0,0,187.346399128913,0,187.3,100
"135","Malawi","Mulanje","SC Laston Njema",0,0,6.16903341489615,0,0,0.147793837699339,0,0,0,0,0,0,0,0,0,0,0,0.837284320993007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,6.16903341489615,0,0,0.147793837699339,0,0,0,0,0,0,0,0,0,0,0,0.837284320993007,0,0,0,0,0,7.15411157358849,0,0,0,7.2,100
"137","Malawi","Mulanje","TA Mabuka",0,0,4.38701428475747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670058299045419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,4.38701428475747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670058299045419,0,0,0,0,0,5.05707258380289,0,0,0,5.1,100
"148","Malawi","Mzimba","SC Khosolo Gwaza Jere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4219483551826,1.5862644172099,0.0559217569118116,0,0,0,0,0,0,0,0,0,0,2.97022078251208,0,9.47837435018898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,18.4219483551826,1.5862644172099,0.0559217569118116,0,0,0,0,0,0,0,0,0,0,2.97022078251208,0,9.47837435018898,0,0,0,0,0,0,0,32.5127296620054,0,32.5,100
"151","Malawi","Mzimba","TA Mabulabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09161727156243,1.87087671114273,0.0507213996935296,0,0,0,0,0,0,0,0,0,0,6.14379624910293,0,13.7123147802081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0,0,5.09161727156243,1.87087671114273,0.0507213996935296,0,0,0,0,0,0,0,0,0,0,6.14379624910293,0,13.7123147802081,0,0,0,0,0,0,0,26.8693264117097,0,26.9,100
"153","Malawi","Mzimba","TA Mtwalo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47142615425079,0.165481208677955,0.0138264824076045,0,0,0,0,0,0,0,0,0,0,1.31280931392544,0,2.74512072861057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,2.47142615425079,0.165481208677955,0.0138264824076045,0,0,0,0,0,0,0,0,0,0,1.31280931392544,0,2.74512072861057,0,0,0,0,0,0,0,6.70866388787237,0,6.7,100
"154","Malawi","Mzimba","TA Mzikubola",128.49178862662,3.39627504998443,26.798132100584,3.18091229582193,0.135061330049501,0.123446235699637,0,0,0,0,0.95220218222234,212.769936119718,0,0,0.838981765344955,15.6321405064999,3.23356401574863,29.2474296021467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8499782542003,1.07650040486553,43.0286707318927,9.23150937480989,0.300364002018164,0.04203983497102,0,0,0,0,0.302820707811618,46.9771727369775,0,0,0.190166338400859,38.3378756825887,0.944343930972273,63.104612972036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.2,165.341766880821,4.47277545484996,69.8268028324767,12.4124216706318,0.435425332067665,0.165486070670657,0,0,0,0,1.25502289003396,259.747108856696,0,0,1.02914810374581,53.9700161890886,4.1779079467209,92.3520425741826,0,0,0,0,0,424.799869830441,0,240.386054971545,0,665.2,100
"158","Malawi","Neno","TA Dambe",0,0,0.0605167882718494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179647832646168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.0605167882718494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179647832646168,0,0,0,0,0,0.240164620918017,0,0,0,0.2,100
"163","Malawi","Nkhata Bay","SC Fukamalaza",2165.3650382022,0,0.308992701693699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305.38037855627,0,0.788814255446385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3471.8,3470.74541675847,0,1.09780695714008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165.6740309039,0,1306.16919281172,0,3471.8,100
"164","Malawi","Nkhata Bay","SC Malanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318933616413367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.318933616413367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318933616413367,0,0.3,100
"165","Malawi","Nkhata Bay","SC Nyaluwanga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823292447138684,0.0938733509676601,0.00183788735036804,0,0,0,0,0,0,0,0,0,0,0.295080606979488,0,0.699262341274263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.823292447138684,0.0938733509676601,0.00183788735036804,0,0,0,0,0,0,0,0,0,0,0.295080606979488,0,0.699262341274263,0,0,0,0,0,0,0,1.91334663371046,0,1.9,100
