"","COUNTRY","NAME_1","NAME_2","MAIZ_curr_t_l_ph_h_hp","SORG_curr_t_l_ph_h_hp","BEAN_curr_t_l_ph_h_hp","CHIC_curr_t_l_ph_h_hp","LENT_curr_t_l_ph_h_hp","WHEA_curr_t_l_ph_h_hp","BARL_curr_t_l_ph_h_hp","ACOF_curr_t_l_ph_h_hp","RCOF_curr_t_l_ph_h_hp","PMIL_curr_t_l_ph_h_hp","SMIL_curr_t_l_ph_h_hp","POTA_curr_t_l_ph_h_hp","SWPO_curr_t_l_ph_h_hp","CASS_curr_t_l_ph_h_hp","COWP_curr_t_l_ph_h_hp","PIGE_curr_t_l_ph_h_hp","SOYB_curr_t_l_ph_h_hp","GROU_curr_t_l_ph_h_hp","SUGC_curr_t_l_ph_h_hp","COTT_curr_t_l_ph_h_hp","COCO_curr_t_l_ph_h_hp","TEAS_curr_t_l_ph_h_hp","TOBA_curr_t_l_ph_h_hp","MAIZ_curr_t_l_ph_l_hp","SORG_curr_t_l_ph_l_hp","BEAN_curr_t_l_ph_l_hp","CHIC_curr_t_l_ph_l_hp","LENT_curr_t_l_ph_l_hp","WHEA_curr_t_l_ph_l_hp","BARL_curr_t_l_ph_l_hp","ACOF_curr_t_l_ph_l_hp","RCOF_curr_t_l_ph_l_hp","PMIL_curr_t_l_ph_l_hp","SMIL_curr_t_l_ph_l_hp","POTA_curr_t_l_ph_l_hp","SWPO_curr_t_l_ph_l_hp","CASS_curr_t_l_ph_l_hp","COWP_curr_t_l_ph_l_hp","PIGE_curr_t_l_ph_l_hp","SOYB_curr_t_l_ph_l_hp","GROU_curr_t_l_ph_l_hp","SUGC_curr_t_l_ph_l_hp","COTT_curr_t_l_ph_l_hp","COCO_curr_t_l_ph_l_hp","TEAS_curr_t_l_ph_l_hp","TOBA_curr_t_l_ph_l_hp","MAIZ_curr_t_h_ph_h_hp","SORG_curr_t_h_ph_h_hp","BEAN_curr_t_h_ph_h_hp","CHIC_curr_t_h_ph_h_hp","LENT_curr_t_h_ph_h_hp","WHEA_curr_t_h_ph_h_hp","BARL_curr_t_h_ph_h_hp","ACOF_curr_t_h_ph_h_hp","RCOF_curr_t_h_ph_h_hp","PMIL_curr_t_h_ph_h_hp","SMIL_curr_t_h_ph_h_hp","POTA_curr_t_h_ph_h_hp","SWPO_curr_t_h_ph_h_hp","CASS_curr_t_h_ph_h_hp","COWP_curr_t_h_ph_h_hp","PIGE_curr_t_h_ph_h_hp","SOYB_curr_t_h_ph_h_hp","GROU_curr_t_h_ph_h_hp","SUGC_curr_t_h_ph_h_hp","COTT_curr_t_h_ph_h_hp","COCO_curr_t_h_ph_h_hp","TEAS_curr_t_h_ph_h_hp","TOBA_curr_t_h_ph_h_hp","MAIZ_curr_t_h_ph_l_hp","SORG_curr_t_h_ph_l_hp","BEAN_curr_t_h_ph_l_hp","CHIC_curr_t_h_ph_l_hp","LENT_curr_t_h_ph_l_hp","WHEA_curr_t_h_ph_l_hp","BARL_curr_t_h_ph_l_hp","ACOF_curr_t_h_ph_l_hp","RCOF_curr_t_h_ph_l_hp","PMIL_curr_t_h_ph_l_hp","SMIL_curr_t_h_ph_l_hp","POTA_curr_t_h_ph_l_hp","SWPO_curr_t_h_ph_l_hp","CASS_curr_t_h_ph_l_hp","COWP_curr_t_h_ph_l_hp","PIGE_curr_t_h_ph_l_hp","SOYB_curr_t_h_ph_l_hp","GROU_curr_t_h_ph_l_hp","SUGC_curr_t_h_ph_l_hp","COTT_curr_t_h_ph_l_hp","COCO_curr_t_h_ph_l_hp","TEAS_curr_t_h_ph_l_hp","TOBA_curr_t_h_ph_l_hp","total","MAIZ_curr_t","SORG_curr_t","BEAN_curr_t","CHIC_curr_t","LENT_curr_t","WHEA_curr_t","BARL_curr_t","ACOF_curr_t","RCOF_curr_t","PMIL_curr_t","SMIL_curr_t","POTA_curr_t","SWPO_curr_t","CASS_curr_t","COWP_curr_t","PIGE_curr_t","SOYB_curr_t","GROU_curr_t","SUGC_curr_t","COTT_curr_t","COCO_curr_t","TEAS_curr_t","TOBA_curr_t","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"13","Kenya","Bungoma","Bumula",4180.94446042622,188.894633933676,532.636849549603,0,0,0,0,0,0,36.6061955655186,0,0,2428.136953361,835.521624247041,14.1881489582088,0,3.38284392312229,18.5567980870503,26489.8184713603,0,0,0,121.999679389124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13927.7669150071,681.160879921536,2147.70300268779,0,0,0,0,0,0,108.872896684208,0,0,8814.91098502451,3593.02426491077,56.9700605181478,0,15.1388178708983,98.9186517918642,83046.099312481,0,0,0,502.54208264037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147843.8,18108.7113754333,870.055513855212,2680.3398522374,0,0,0,0,0,0,145.479092249727,0,0,11243.0479383855,4428.54588915782,71.1582094763565,0,18.5216617940206,117.475449878915,109535.917783841,0,0,0,624.541762029494,34850.6866588008,0,112993.107869538,0,147843.8,100
"14","Kenya","Bungoma","Kabuchai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608.08252090868,433.755303836169,1982.58305794516,0,0.290539192426968,0,0,0,0,63.4000758851562,0,2721.22390671556,5152.80332090365,2408.91360806879,43.3348332807967,0,16.7332480125384,41.7589757352196,45455.853541516,0,0,0,491.005844988995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66419.7,7608.08252090868,433.755303836169,1982.58305794516,0,0.290539192426968,0,0,0,0,63.4000758851562,0,2721.22390671556,5152.80332090365,2408.91360806879,43.3348332807967,0,16.7332480125384,41.7589757352196,45455.853541516,0,0,0,491.005844988995,0,0,66419.7387769891,0,66419.7,100
"15","Kenya","Bungoma","Kanduyi",4312.16980026118,199.245608866006,631.851575581459,0,0,0,0,0,0,44.6995986747111,0,0,2568.62147089606,1102.33791526882,16.898682360336,0,4.57747978607216,26.1318773031235,26012.4336628104,0,0,0,181.584852407439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12901.0301037912,616.632561507782,2292.23871695672,0,0,0,0,0,0,136.796499204995,0,940.85854681105,8297.27264079561,4086.02701168417,59.3791245808429,0,19.0873415775587,91.0565717343854,75454.845690653,0,0,0,664.935007046795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140660.7,17213.1999040523,815.878170373788,2924.09029253818,0,0,0,0,0,0,181.496097879706,0,940.85854681105,10865.8941116917,5188.36492695299,76.2778069411789,0,23.6648213636309,117.188449037509,101467.279353463,0,0,0,846.519859454234,35100.5525242156,0,105560.159816344,0,140660.7,100
"19","Kenya","Bungoma","Mt. Elgon",1010.088225445,68.1393202863292,359.212646840431,0,0,0,0,0,0,0,0,800.145959590365,0,0,0,0,0,0,0,0,0,0,0.36828878004923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15113.8672467394,683.576026748107,3442.12237810574,8.06110299037573,0.540940414670026,122.255535892486,0,32.636795988722,0,24.2088381175719,28.1599161980103,21950.9582080748,3074.71981463965,822.620897941699,29.4012612108212,0,15.5845147102354,29.6952664353847,22211.4797739991,20.0407734509413,0,8.2009260629406,209.394860604609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70065.5,16123.9554721844,751.715347034436,3801.33502494617,8.06110299037573,0.540940414670026,122.255535892486,0,32.636795988722,0,24.2088381175719,28.1599161980103,22751.1041676652,3074.71981463965,822.620897941699,29.4012612108212,0,15.5845147102354,29.6952664353847,22211.4797739991,20.0407734509413,0,8.2009260629406,209.763149384659,2237.95444094217,0,67827.5250783253,0,70065.5,100
"20","Kenya","Bungoma","Sirisia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9385.49584658013,442.46092636327,1957.1756384358,0,0.207534603785062,0,0,14.0857590279059,0,57.4057807222089,20.1016974834938,2084.13987290559,4477.36104753314,2234.16861607497,39.5634122085316,0,15.6231966661885,77.7100306308362,32591.3313776122,13.6286165917328,0,4.24224013973236,371.610676262583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53786.3,9385.49584658013,442.46092636327,1957.1756384358,0,0.207534603785062,0,0,14.0857590279059,0,57.4057807222089,20.1016974834938,2084.13987290559,4477.36104753314,2234.16861607497,39.5634122085316,0,15.6231966661885,77.7100306308362,32591.3313776122,13.6286165917328,0,4.24224013973236,371.610676262583,0,0,53786.3122698421,0,53786.3,100
"22","Kenya","Bungoma","Webute West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13773.1913163975,683.118111339736,2684.24875433397,0,0,0,0,0,0,152.398198306524,0,1104.83098057481,9599.59384849394,4808.675779814,68.0015799904512,0,22.1411275122066,114.602683459817,83672.2951189009,0,0,0,674.608261946538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117357.7,13773.1913163975,683.118111339736,2684.24875433397,0,0,0,0,0,0,152.398198306524,0,1104.83098057481,9599.59384849394,4808.675779814,68.0015799904512,0,22.1411275122066,114.602683459817,83672.2951189009,0,0,0,674.608261946538,0,0,117357.70576107,0,117357.7,100
"23","Kenya","Bungoma","Webuye East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8076.36577274706,451.904714252356,2247.43360530288,0,0.234847197342205,0,0,0,0,104.31479637407,0,2380.41055572276,6271.92424747656,3755.15957194826,50.0189274059326,0,21.2109670206444,56.2830278339658,49903.5311949174,0,0,206.186957462718,505.536634801358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74030.5,8076.36577274706,451.904714252356,2247.43360530288,0,0.234847197342205,0,0,0,0,104.31479637407,0,2380.41055572276,6271.92424747656,3755.15957194826,50.0189274059326,0,21.2109670206444,56.2830278339658,49903.5311949174,0,0,206.186957462718,505.536634801358,0,0,74030.5158204633,0,74030.5,100
"25","Kenya","Busia","Butula",3917.25536175407,242.585306692577,624.324848253949,0,0,0,0,0,0,45.2060527107697,0,2.25840177259025,2158.70404815674,1505.23281483764,15.0220000743866,0,0,24.2545490765315,22746.0169722117,0.59153360523834,0,0,0.782726369362926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3729.50718651322,250.350910860594,422.839662867364,0,0,0,0,0,0,43.0486956730686,0,3.2262880748595,1487.0158582695,1323.15986225817,10.9526931726825,0,0,14.6788252366777,19545.0792160481,0.630775190622614,0,0,0.0647135955788136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58112.8,7646.76254826729,492.936217553171,1047.16451112131,0,0,0,0,0,0,88.2547483838382,0,5.48468984744974,3645.71990642624,2828.39267709581,25.9746932470691,0,0,38.9333743132091,42291.0961882598,1.22230879586095,0,0,0.84743996494174,31282.2346155155,0,26830.5546877605,0,58112.8,100
"27","Kenya","Busia","Matayos",4439.98690995816,238.5967962092,1097.85378174794,0,0,0,0,0,0,51.776738575787,0,0,3567.2654112411,1800.87227682699,26.0004882760422,0,0,49.9220968035715,30700.1850110586,0,0,0,4.47037411531983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7757.20064729545,445.632875669362,1356.4240232189,0,0,0,0,0,102.520759627079,84.0351152913718,97.8892962634563,0,6819.09709430311,4199.13154133121,35.6021899910498,0,26.6463116148834,71.2821638989544,50911.0638020951,41.4945861246438,0,16.1347990140872,45.4720271133923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113986.6,12197.1875572536,684.229671878562,2454.27780496684,0,0,0,0,0,102.520759627079,135.811853867159,97.8892962634563,0,10386.3625055442,6000.00381815821,61.602678267092,0,26.6463116148834,121.204260702526,81611.2488131537,41.4945861246438,0,16.1347990140872,49.9424012287121,41976.9298848127,0,72009.6272328521,0,113986.6,100
"28","Kenya","Busia","Nambale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18783.8679477779,951.311602584494,3088.40350744352,0,0,0,0,0,0,127.439673554007,0,0,11742.8296501489,5470.04020251163,74.1012580625995,0,8.3641708844029,107.246639318819,116548.74859461,0,0,0,269.345202261181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157171.7,18783.8679477779,951.311602584494,3088.40350744352,0,0,0,0,0,0,127.439673554007,0,0,11742.8296501489,5470.04020251163,74.1012580625995,0,8.3641708844029,107.246639318819,116548.74859461,0,0,0,269.345202261181,0,0,157171.698449157,0,157171.7,100
"29","Kenya","Busia","Teso North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12876.8926142875,542.785063703735,1907.30691555274,0,0,0,0,51.1336224623446,0,0,5838.18373253985,23.5285677817649,5828.45007457057,5089.96531475312,35.8189634212545,0,41.0111533346583,229.915299558928,26514.9421375376,59.2150064200007,0,23.2864301126906,464.355207203804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59526.8,12876.8926142875,542.785063703735,1907.30691555274,0,0,0,0,51.1336224623446,0,0,5838.18373253985,23.5285677817649,5828.45007457057,5089.96531475312,35.8189634212545,0,41.0111533346583,229.915299558928,26514.9421375376,59.2150064200007,0,23.2864301126906,464.355207203804,0,0,59526.7901032405,0,59526.8,100
"30","Kenya","Busia","Teso South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13101.9991911511,712.452596437175,1949.4529421589,0,0,0,0,0,109.62925526653,20.1421309183643,0,14.4454452800022,8702.66486142238,5630.43513105405,50.4591017995506,0,40.8895443887477,105.782485743817,65658.5939825674,34.4617253693243,0,13.6445105760801,428.968415915647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96574,13101.9991911511,712.452596437175,1949.4529421589,0,0,0,0,0,109.62925526653,20.1421309183643,0,14.4454452800022,8702.66486142238,5630.43513105405,50.4591017995506,0,40.8895443887477,105.782485743817,65658.5939825674,34.4617253693243,0,13.6445105760801,428.968415915647,0,0,96574.0213200491,0,96574,100
"33","Kenya","Elgeyo-Marakwet","Marakwet East",1396.38953076885,123.112534578629,788.183115860394,0,0,18.117977912425,0,0,0,131.324616408765,0,16366.2396106357,0,0,0,0,0,0,0,0,0,0,0.171152797323179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966.86693849662,325.434409496881,1200.76432477734,0,0,11.7896735778812,0,0,0,575.646997599454,0,9571.81356881597,1795.61129343486,0,0,0,0,13.3640333090394,0,0,0,0,12.6082654204525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42297.4,11363.2564692655,448.54694407551,1988.94744063773,0,0,29.9076514903061,0,0,0,706.971614008219,0,25938.0531794517,1795.61129343486,0,0,0,0,13.3640333090394,0,0,0,0,12.7794182177757,18823.5385389621,0,23473.8995049285,0,42297.4,100
"34","Kenya","Elgeyo-Marakwet","Marakwet West",4599.84642576319,279.165995376762,1673.4800723942,0,0,434.496659631214,15.8095080241127,6.10834550865593,0,169.756207437671,0,21024.7039816814,92.4481674513274,0,0,0,0.0322632019943774,0.406053570600307,0,0,0,0,2.90795163886703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399.25139241317,397.503072322629,2191.2294769977,0,0,779.651648094112,53.009887347253,3.10261414563664,0,384.204339553378,0,22402.6232595292,586.403116183714,0,0,0,0.096789602644527,5.59187924651977,64.8209443262917,0,0,0,12.0177446214966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62578.7,11999.0978181764,676.669067699391,3864.70954939189,0,0,1214.14830772533,68.8193953713657,9.21095965429257,0,553.960546991049,0,43427.3272412106,678.851283635042,0,0,0,0.129052804638904,5.99793281712007,64.8209443262917,0,0,0,14.9256962603637,28299.16163168,0,34279.5061643837,0,62578.7,100
"35","Kenya","Embu","Manyatta",10483.7839073804,13.680213793482,3547.57241421756,0,0,0,0,1057.66864464234,0,0,0,8499.20232449689,0,0,0,0,0,0,0,0,0,7561.22222712823,3.02819992856979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.66169657939,2.01374876305218,2111.3494915644,77.995610204794,0.00818160016495884,0,0,1062.61471878457,0,0,0,1988.17289252143,304.968457909912,12.4644184837289,1.88836582766953,0.155484004238605,0.292496360932446,0,0,0,0,1352.46358063897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45650.2,18053.4456039598,15.6939625565342,5658.92190578195,77.995610204794,0.00818160016495884,0,0,2120.28336342691,0,0,0,10487.3752170183,304.968457909912,12.4644184837289,1.88836582766953,0.155484004238605,0.292496360932446,0,0,0,0,8913.6858077672,3.02819992856979,31166.1579315874,0,14484.0491432433,0,45650.2,100
"38","Kenya","Embu","Runyenjes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9370.20117543606,173.259628580132,2229.27812965443,0,0,0,0,961.879657840143,0,50.8820066250905,0,77.7707832801971,73.3025781159859,102.67447725684,199.179383230547,58.001846637336,0,0,0,30.1999669068641,0,997.820638371527,80.8608113007534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14405.3,9370.20117543606,173.259628580132,2229.27812965443,0,0,0,0,961.879657840143,0,50.8820066250905,0,77.7707832801971,73.3025781159859,102.67447725684,199.179383230547,58.001846637336,0,0,0,30.1999669068641,0,997.820638371527,80.8608113007534,0,0,14405.3110832359,0,14405.3,100
"46","Kenya","Homa Bay","Kabondo Kasipul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13719.6280819178,1996.12438034572,248.334469550566,0,5.57590526272226,2.04726465051193,0,22.6828846526416,0,1458.08756759192,0,1036.40876825223,596.656498311932,12849.1378196805,117.174236536336,0,301.842726267497,556.764664535109,146788.651539489,437.388292036819,0,3226.78549638036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183363.3,13719.6280819178,1996.12438034572,248.334469550566,0,5.57590526272226,2.04726465051193,0,22.6828846526416,0,1458.08756759192,0,1036.40876825223,596.656498311932,12849.1378196805,117.174236536336,0,301.842726267497,556.764664535109,146788.651539489,437.388292036819,0,3226.78549638036,0,0,0,183363.290595462,0,183363.3,100
"48","Kenya","Homa Bay","Kasipul",4178.37490283552,600.289474142523,0,0,1.46300001442432,0,0,0,0,195.256887087399,0,361.476522935918,0,3054.67941788398,13.9718807316868,0,29.8949026837359,161.641189993644,8390.09807206085,122.650524139484,0,567.69124910752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8614.09909391988,1482.19346353705,0,0,1.57228967603722,0,0,0,0,229.031961630625,0,330.130336954205,0,6356.71757456788,17.768940473867,0,39.707735685802,486.477935508512,9954.12276929364,347.115714773447,0,401.020024322479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45937.4,12792.4739967554,2082.48293767958,0,0,3.03528969046154,0,0,0,0,424.288848718024,0,691.606859890124,0,9411.39699245186,31.7408212055538,0,69.602638369538,648.119125502156,18344.2208413545,469.766238912931,0,968.711273429999,0,17677.4880236167,0,28259.9578403434,0,45937.4,100
"50","Kenya","Homa Bay","Ndhiwa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31843.9568975907,3444.7019992683,0,0,0,0,0,0,0,297.077292607984,0,31.1939496717608,0,14749.0201331261,178.556683195538,0,2.81559518472008,1971.61512170263,162123.393757934,104.420897620256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214746.8,31843.9568975907,3444.7019992683,0,0,0,0,0,0,0,297.077292607984,0,31.1939496717608,0,14749.0201331261,178.556683195538,0,2.81559518472008,1971.61512170263,162123.393757934,104.420897620256,0,0,0,0,0,214746.752327902,0,214746.8,100
"61","Kenya","Kakamega","Butere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15971.4834200667,873.193343340321,3107.90190668722,0,0,0,0,0,0,45.1498977242816,0,0.725914876937686,10193.5932363842,1459.66538915185,74.1242767614648,0,29.8064348543512,145.489226145316,90298.8843335095,0.608853622580909,0,0,2.32575190191376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122203,15971.4834200667,873.193343340321,3107.90190668722,0,0,0,0,0,0,45.1498977242816,0,0.725914876937686,10193.5932363842,1459.66538915185,74.1242767614648,0,29.8064348543512,145.489226145316,90298.8843335095,0.608853622580909,0,0,2.32575190191376,0,0,122202.951985027,0,122203,100
"62","Kenya","Kakamega","Ikolomani",8930.94226587092,477.123156773161,1779.57420246601,0,0,0,0,0,0,79.4366798729272,0,334.920146177825,4905.67555054557,2370.02288644324,38.9988949339397,0,12.3486340606254,69.5124474717245,60019.6951341874,0,0,196.374940932228,5.91033745691945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322.92129110399,226.626437671752,820.273205002468,0,0,0,0,0,0,26.0638110798773,0,0,2020.76301541209,924.598351883178,17.0526742153053,0,3.54942302971722,30.0103048879719,33410.3822766489,0,0,0,5.39639526812354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121028.2,13253.8635569749,703.749594444913,2599.84740746848,0,0,0,0,0,0,105.500490952805,0,334.920146177825,6926.43856595765,3294.62123832641,56.051569149245,0,15.8980570903426,99.5227523596964,93430.0774108362,0,0,196.374940932228,11.306732725043,79220.5352771924,0,41807.6371862034,0,121028.2,100
"63","Kenya","Kakamega","Khwisero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026.38164773388,258.862537657458,1007.13904143944,0,0,0,0,0,0,21.8095410344251,0,0,2662.05613555637,794.40848829443,20.5738922250471,0,6.39834829327526,38.1027079396697,29035.3475613175,0,0,0,0.655353582276248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38871.7,5026.38164773388,258.862537657458,1007.13904143944,0,0,0,0,0,0,21.8095410344251,0,0,2662.05613555637,794.40848829443,20.5738922250471,0,6.39834829327526,38.1027079396697,29035.3475613175,0,0,0,0.655353582276248,0,0,38871.7352550738,0,38871.7,100
"64","Kenya","Kakamega","Lugari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3308.68521903682,211.733104434852,978.753074411288,0,0.406029125558739,0,0,0,0,16.1952012777328,0,1812.08158324806,2799.29657677331,1575.90607117418,24.1397266165534,0,10.3411471647869,10.4917715181473,21705.6732172705,0,0,266.150948839932,20.6292857146982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32740.5,3308.68521903682,211.733104434852,978.753074411288,0,0.406029125558739,0,0,0,0,16.1952012777328,0,1812.08158324806,2799.29657677331,1575.90607117418,24.1397266165534,0,10.3411471647869,10.4917715181473,21705.6732172705,0,0,266.150948839932,20.6292857146982,0,0,32740.4829566064,0,32740.5,100
"65","Kenya","Kakamega","Lurambi",4344.67772583535,236.434111031976,950.06136075352,0,0,0,0,0,0,49.3915939565104,0,1124.54914360167,2949.05423830751,1627.90201791826,23.3304319533762,0,9.19889389746868,36.3880339174884,25003.1352315086,0,0,0,0.294806387228823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36354.4,4344.67772583535,236.434111031976,950.06136075352,0,0,0,0,0,0,49.3915939565104,0,1124.54914360167,2949.05423830751,1627.90201791826,23.3304319533762,0,9.19889389746868,36.3880339174884,25003.1352315086,0,0,0,0.294806387228823,36354.417589069,0,0,0,36354.4,100
"66","Kenya","Kakamega","Malava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18704.9834846987,1048.91508859434,4113.94381915825,0,0.654415435227153,12.1900772473516,0,0,0,201.342440512319,0,6430.68415675212,12169.5907621933,6987.29533243505,98.4058492513009,0,39.8050065103892,116.140253754646,105941.069679605,0,0,3792.86849511239,15.8578583248303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159673.7,18704.9834846987,1048.91508859434,4113.94381915825,0,0.654415435227153,12.1900772473516,0,0,0,201.342440512319,0,6430.68415675212,12169.5907621933,6987.29533243505,98.4058492513009,0,39.8050065103892,116.140253754646,105941.069679605,0,0,3792.86849511239,15.8578583248303,0,0,159673.746719585,0,159673.7,100
"67","Kenya","Kakamega","Matungu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17803.8538861103,896.015495790467,2705.17626578225,0,0,0,0,0,0,96.8539108641247,0,0.967886452504999,10778.4765035072,2660.1450407929,65.4265778521694,0,10.5526440343898,86.8692947580275,113118.80630703,0.164278807460022,0,0,47.3228838308594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148270.6,17803.8538861103,896.015495790467,2705.17626578225,0,0,0,0,0,0,96.8539108641247,0,0.967886452504999,10778.4765035072,2660.1450407929,65.4265778521694,0,10.5526440343898,86.8692947580275,113118.80630703,0.164278807460022,0,0,47.3228838308594,0,0,148270.630975613,0,148270.6,100
