"","COUNTRY","NAME_1","NAME_2","MAIZ_curr_t_l_ph_h_hp","SORG_curr_t_l_ph_h_hp","BEAN_curr_t_l_ph_h_hp","CHIC_curr_t_l_ph_h_hp","LENT_curr_t_l_ph_h_hp","WHEA_curr_t_l_ph_h_hp","BARL_curr_t_l_ph_h_hp","ACOF_curr_t_l_ph_h_hp","RCOF_curr_t_l_ph_h_hp","PMIL_curr_t_l_ph_h_hp","SMIL_curr_t_l_ph_h_hp","POTA_curr_t_l_ph_h_hp","SWPO_curr_t_l_ph_h_hp","CASS_curr_t_l_ph_h_hp","COWP_curr_t_l_ph_h_hp","PIGE_curr_t_l_ph_h_hp","SOYB_curr_t_l_ph_h_hp","GROU_curr_t_l_ph_h_hp","SUGC_curr_t_l_ph_h_hp","COTT_curr_t_l_ph_h_hp","COCO_curr_t_l_ph_h_hp","TEAS_curr_t_l_ph_h_hp","TOBA_curr_t_l_ph_h_hp","MAIZ_curr_t_l_ph_l_hp","SORG_curr_t_l_ph_l_hp","BEAN_curr_t_l_ph_l_hp","CHIC_curr_t_l_ph_l_hp","LENT_curr_t_l_ph_l_hp","WHEA_curr_t_l_ph_l_hp","BARL_curr_t_l_ph_l_hp","ACOF_curr_t_l_ph_l_hp","RCOF_curr_t_l_ph_l_hp","PMIL_curr_t_l_ph_l_hp","SMIL_curr_t_l_ph_l_hp","POTA_curr_t_l_ph_l_hp","SWPO_curr_t_l_ph_l_hp","CASS_curr_t_l_ph_l_hp","COWP_curr_t_l_ph_l_hp","PIGE_curr_t_l_ph_l_hp","SOYB_curr_t_l_ph_l_hp","GROU_curr_t_l_ph_l_hp","SUGC_curr_t_l_ph_l_hp","COTT_curr_t_l_ph_l_hp","COCO_curr_t_l_ph_l_hp","TEAS_curr_t_l_ph_l_hp","TOBA_curr_t_l_ph_l_hp","MAIZ_curr_t_h_ph_h_hp","SORG_curr_t_h_ph_h_hp","BEAN_curr_t_h_ph_h_hp","CHIC_curr_t_h_ph_h_hp","LENT_curr_t_h_ph_h_hp","WHEA_curr_t_h_ph_h_hp","BARL_curr_t_h_ph_h_hp","ACOF_curr_t_h_ph_h_hp","RCOF_curr_t_h_ph_h_hp","PMIL_curr_t_h_ph_h_hp","SMIL_curr_t_h_ph_h_hp","POTA_curr_t_h_ph_h_hp","SWPO_curr_t_h_ph_h_hp","CASS_curr_t_h_ph_h_hp","COWP_curr_t_h_ph_h_hp","PIGE_curr_t_h_ph_h_hp","SOYB_curr_t_h_ph_h_hp","GROU_curr_t_h_ph_h_hp","SUGC_curr_t_h_ph_h_hp","COTT_curr_t_h_ph_h_hp","COCO_curr_t_h_ph_h_hp","TEAS_curr_t_h_ph_h_hp","TOBA_curr_t_h_ph_h_hp","MAIZ_curr_t_h_ph_l_hp","SORG_curr_t_h_ph_l_hp","BEAN_curr_t_h_ph_l_hp","CHIC_curr_t_h_ph_l_hp","LENT_curr_t_h_ph_l_hp","WHEA_curr_t_h_ph_l_hp","BARL_curr_t_h_ph_l_hp","ACOF_curr_t_h_ph_l_hp","RCOF_curr_t_h_ph_l_hp","PMIL_curr_t_h_ph_l_hp","SMIL_curr_t_h_ph_l_hp","POTA_curr_t_h_ph_l_hp","SWPO_curr_t_h_ph_l_hp","CASS_curr_t_h_ph_l_hp","COWP_curr_t_h_ph_l_hp","PIGE_curr_t_h_ph_l_hp","SOYB_curr_t_h_ph_l_hp","GROU_curr_t_h_ph_l_hp","SUGC_curr_t_h_ph_l_hp","COTT_curr_t_h_ph_l_hp","COCO_curr_t_h_ph_l_hp","TEAS_curr_t_h_ph_l_hp","TOBA_curr_t_h_ph_l_hp","total","MAIZ_curr_t","SORG_curr_t","BEAN_curr_t","CHIC_curr_t","LENT_curr_t","WHEA_curr_t","BARL_curr_t","ACOF_curr_t","RCOF_curr_t","PMIL_curr_t","SMIL_curr_t","POTA_curr_t","SWPO_curr_t","CASS_curr_t","COWP_curr_t","PIGE_curr_t","SOYB_curr_t","GROU_curr_t","SUGC_curr_t","COTT_curr_t","COCO_curr_t","TEAS_curr_t","TOBA_curr_t","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"266","Kenya","Trans Nzoia","Cherangany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9512.04178948505,98.3351501729471,1244.33513449205,0,0,278.527868041524,0,20.572834350989,0,57.5059084087301,0,4068.39539473901,559.20343541132,0,0,0,0,2.32311340054581,0,0,0,0,8.58778475767102,17950.0780248005,26.7499509235078,1716.20037915877,0,0,502.453659285655,0,49.1863471947834,0,35.8306389045824,0,1720.21476733987,1031.29642216503,0,0,0,0,4.52926220548542,0,0,0,0,17.9845076786519,38904.4,27462.1198142856,125.085101096455,2960.53551365083,0,0,780.981527327179,0,69.7591815457723,0,93.3365473133125,0,5788.61016207888,1590.49985757635,0,0,0,0,6.85237560603122,0,0,0,0,26.5722924363229,0,0,15849.8284132598,23054.5239596569,15849.8,40.7
"120","Kenya","Kitui","Kitui South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15388.2683380149,1298.58252615535,3436.53545678897,0,0,0,0,0,0,810.808171565511,0,0,221.852041066999,471.904362909641,1254.53532357023,2069.30949961507,0,0,0,90.1547451786002,0,0,11.36207312596,23691.58174042,1796.36274979669,4781.70869168701,0,0,0,0,0,0,1119.01145568662,0,0,674.102549472021,707.694103408827,1706.70111671867,2811.04371856449,0,0,0,284.365493814121,0,0,16.7360684208419,62642.6,39079.8500784349,3094.94527595204,8218.24414847598,0,0,0,0,0,0,1929.81962725213,0,0,895.954590539021,1179.59846631847,2961.2364402889,4880.35321817956,0,0,0,374.520238992722,0,0,28.0981415468019,0,0,25053.3125379912,37589.3076879893,25053.3,40
"247","Kenya","Samburu","Samburu North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.822416375462,8.23175290694822,20.9721340323208,0,0,0,0,0,0,3.51745680696867,0,0,7.48641456333233,0,0,0,0,29.031998825522,0,0,0,0,0,942.700710506287,11.7368838820067,26.5655732091232,0,0,16.1249695353317,52.1559618791962,0,0,5.58572869913788,0,39.9348334349943,10.4335502775663,0,0,0,0,39.7226957466755,0,0,0,0,0,1899,1627.52312688175,19.968636788955,47.537707241444,0,0,16.1249695353317,52.1559618791962,0,0,9.10318550610656,0,39.9348334349943,17.9199648408986,0,0,0,0,68.7546945721975,0,0,0,0,0,0,0,754.062173510554,1144.96090717032,754.1,39.7
"190","Kenya","Murang'a","Mathioya",0,0,0,0,0,115.105434374078,0,0,0,0,0,5357.61300451355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644.41720181704,10.0737395715869,728.739017262182,0,0.0477260007506013,0,0,296.307027233343,0,0,0,3011.28531328819,370.408093364713,0,3.09977890360909,0,0.161145616254235,0,0,0,0,1384.73240439776,0,13922,2644.41720181704,10.0737395715869,728.739017262182,0,0.0477260007506013,115.105434374078,0,296.307027233343,0,0,0,8368.89831780174,370.408093364713,0,3.09977890360909,0,0.161145616254235,0,0,0,0,1384.73240439776,0,5472.71843888763,0,0,8449.27144745542,5472.7,39.3
"284","Kenya","Uasin Gishu","Turbo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867.03703272156,194.769620559673,647.648708553999,0,0.416765576990418,4.59808481870709,0,0,0,3.14372232632408,0,1766.08691784028,1498.94339519535,417.82454130509,15.3365867712926,0,7.42120414958507,0,14998.512669045,0,0,663.499083623174,0.52284475950141,12555.613367088,192.568882481599,1377.87233789092,0,0.103752005171359,5101.21839561424,517.76543736906,4.81732402343227,0,33.6160949235151,0,6948.80548660061,429.128117249978,0,3.5709335292901,0,2.31691499239147,0,8052.31061270196,0,0,988.269813164263,0.194140786736441,59293.9,15422.6503998096,387.338503041272,2025.52104644492,0,0.520517582161776,5105.81648043295,517.76543736906,4.81732402343227,0,36.7598172498392,0,8714.89240444089,1928.07151244533,417.82454130509,18.9075203005827,0,9.73811914197654,0,23050.823281747,0,0,1651.76889678744,0.716985546237851,0,0,23085.7611772465,36208.1716104212,23085.8,38.9
"162","Kenya","Meru","Igembe Central",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890.89670257892,202.530454631607,1466.5498789226,0,83.2274710779457,0,0,272.796400943958,0,8.69017522037029,0,11873.019199038,154.49492749405,59.3307677456619,13.9290522913601,3.87312513411899,0,0,0,4.64423393708205,0,2077.96167395456,63.0336492167338,14286.3166088785,843.446226441383,4270.62807873151,0,49.08609841627,0,0,269.962661553497,0,481.404053498596,0,4710.85908112022,3100.95121718696,1763.8108203085,273.341237224049,331.413997214963,0,0,0,211.690824391563,0,583.645614050678,113.299836223829,50464.8,17177.2133114574,1045.97668107299,5737.17795765411,0,132.313569494216,0,0,542.759062497455,0,490.094228718966,0,16583.8782801583,3255.44614468101,1823.14158805416,287.270289515409,335.287122349082,0,0,0,216.335058328645,0,2661.60728800524,176.333485440563,0,0,19174.977712187,31289.8563552405,19175,38
"119","Kenya","Kitui","Kitui Rural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200.4550376397,1092.91716772003,4144.38984711726,0,0,0,0,6.98806626306776,0,469.25655719543,0,18.7064648699627,638.533959899879,989.602027892758,1884.67368823282,2634.04163664715,0,0,0,90.4309123261473,0,0,6.64285027278404,26666.6582456335,1273.3732274089,4308.52927187001,0,0,0,0,73.7422894299261,0,532.260994823927,0,157.551829515724,3801.76053704457,3002.58851304852,1509.92165200518,2572.90630734673,0,0,0,254.633411084471,0,0,10.1395407709597,70340.7,40867.1132832732,2366.29039512893,8452.91911898727,0,0,0,0,80.7303556929939,0,1001.51755201936,0,176.258294385687,4440.29449694445,3992.19054094128,3394.595340238,5206.94794399388,0,0,0,345.064323410619,0,0,16.7823910437438,0,0,26176.638216077,44164.0658199824,26176.6,37.2
"250","Kenya","Siaya","Bondo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703.68915192557,675.547587230081,3.38162013023458,0,0,0,0,0,0,38.3780034968636,0,26.0233202874603,6.84745928516463,3123.37195341449,10.2275548033413,0,0,23.3770410221503,3468.34749259782,42.199129775805,0,0,0,10558.8015600067,2069.63736779152,0,0,0,0,0,0,0,86.7635698234449,0,82.602732260299,0,7812.64321016359,14.6322883379462,0,0,30.2096777712686,0,131.788650037323,0,0,0,32908.5,15262.4907119323,2745.1849550216,3.38162013023458,0,0,0,0,0,0,125.141573320309,0,108.626052547759,6.84745928516463,10936.0151635781,24.8598431412875,0,0,53.5867187934189,3468.34749259782,173.987779813128,0,0,0,0,0,12121.390313969,20787.0790561921,12121.4,36.8
"139","Kenya","Machakos","Mavoko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244.80943511546,39.858525257147,650.974565257155,0,21.1814616531028,0,0,30.5220223178503,0,0,0,13.0654661163521,140.942627599725,0,45.3272703313473,0,0,0,0,0,0,0,0,2431.84787031456,68.4472074480461,525.342857534399,0,70.6737806913283,6.07874401597952,0,17.6684117611409,0,0,0,276.209797316524,275.935466748278,108.407109820637,47.4160340856658,52.9705086008876,0,0,0,0,0,0,0,6067.7,3676.65730543001,108.305732705193,1176.31742279155,0,91.8552423444311,6.07874401597952,0,48.1904340789912,0,0,0,289.275263432876,416.878094348002,108.407109820637,92.7433044170132,52.9705086008876,0,0,0,0,0,0,0,0,0,2186.68137364814,3880.99778833744,2186.7,36
"163","Kenya","Meru","Igembe North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5516.10653616206,336.538475715904,2388.69787522264,0,54.5319545270272,0,0,258.359887031205,0,100.25348632118,0,9558.99575848499,435.258531259213,311.733064779794,46.3666334692505,60.9920993172264,0,0,0,46.9515409521578,0,521.865628264068,70.5080822859045,17649.2327915046,1145.36351724335,5120.08648098566,0,13.5940314877205,0,0,202.274388959696,0,714.427421928815,0,4635.23510270525,2904.42162350141,1438.11989315853,325.736235198323,411.780432638043,0,0,0,355.731729434565,0,160.006044039033,89.918942898694,54873.1,23165.3393276666,1481.90199295926,7508.78435620829,0,68.1259860147477,0,0,460.634275990902,0,814.680908249996,0,14194.2308611902,3339.68015476062,1749.85295793832,372.102868667573,472.772531955269,0,0,0,402.683270386723,0,681.871672303101,160.427025184598,0,0,19707.1595537926,35165.9286356837,19707.2,35.9
"118","Kenya","Kitui","Kitui East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6986.32194374588,628.763740551253,1512.66470525951,0,0,0,0,0,0,377.434967253603,0,0,103.56545018305,286.381135232994,686.966157424317,1003.27057695491,0,0,0,48.1701478092143,0,0,4.97746866201012,14439.5360419328,1374.03164415509,2148.68425819987,0,0,0,0,0,0,1001.89057915586,0,0,263.134892697136,698.873877654385,1043.03749137849,1441.83406419934,0,0,0,120.615434090715,0,0,11.6715462976326,34181.8,21425.8579856786,2002.79538470634,3661.34896345938,0,0,0,0,0,0,1379.32554640947,0,0,366.700342880186,985.255012887379,1730.00364880281,2445.10464115424,0,0,0,168.78558189993,0,0,16.6490149596427,0,0,11638.5162930767,22543.3098297613,11638.5,34
"210","Kenya","Nakuru","Kuresoi North",1355.09542493679,10.980476404623,265.579339106116,0,0,91.7830401223591,43.0277048067683,12.4237504113808,0,6.8549917776013,0,1960.73455816697,16.1131941828935,0,0,0,0,0.913779992658007,0,0,0,4282.75269042351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.294099398074,0.884352092073442,65.3215692799313,0,0,1569.51140709807,422.489683303531,1.88276409137106,0,35.7368632741594,0,8256.70039819318,148.909522086743,0,0,0,0,4.81345901079254,0,0,0,266.253816139206,0,1960.91987513912,19.7598365568234,385.559184199436,0,0,4191.33838721618,1556.76712650995,0,0,78.6054414823159,0,26693.88081551,332.13603254646,0,0,0,0,10.0148573199009,0,0,0,3179.40179058218,0,57590.4,3679.30939947398,31.6246650535199,716.460092585483,0,0,5852.63283443661,2022.28451462025,14.3065145027518,0,121.197296534077,0,36911.3157718701,497.158748816097,0,0,0,0,15.7420963233514,0,0,0,7728.4082971449,0,8046.25895033167,0,11135.7979339671,38408.3833470624,19182.1,33.3
"59","Kenya","Kajiado","Kajiado South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041.26915003045,2.32841365006851,1282.18753092951,0,0,18.4746907416327,0,158.692451117011,0,0,41.0050858161667,15034.7399632714,243.992171033662,0,49.7044376736517,33.2904277904211,0,0,0,0,0,0,0,14573.8037940431,23.7016864825872,5796.91703871292,0,0,230.469589627354,11.0412725639849,109.184387064393,0,9.9842014233931,59.4901281992361,20900.1068229458,657.360735492475,0,73.3516213572245,49.6620073690497,0,4.94147603202029,0,0,0,0,0,62405.7,17615.0729440735,26.0301001326557,7079.10456964243,0,0,248.944280368987,11.0412725639849,267.876838181404,0,9.9842014233931,100.495214015403,35934.8467862172,901.352906526137,0,123.056059030876,82.9524351594707,0,4.94147603202029,0,0,0,0,0,0,0,19905.684322054,42500.0147613135,19905.7,31.9
"21","Kenya","Bungoma","Tongaren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190.65823837882,254.531472888557,1113.4699069475,0,0.514273193661261,0,0,0,0,5.59487955581665,0,2212.37469400839,1889.53058140354,554.478405856062,19.3830080139795,0,9.45741540747383,0,17771.0610127212,0,0,0,301.205304385614,16496.6266153505,943.432101915938,3898.01822882966,0,1.33330896965505,104.229436291991,0,20.6557873364988,0,6.35742281335277,0,8420.23422503693,2614.42912164627,150.355403600602,26.2003212039198,0,26.5925821728206,1.18915687251873,26907.3738186273,0,0,0,714.034217515895,87653.3,19687.2848537293,1197.96357480449,5011.48813577717,0,1.84758216331631,104.229436291991,0,20.6557873364988,0,11.9523023691694,0,10632.6089190453,4503.95970304981,704.833809456663,45.5833292178993,0,36.0499975802944,1.18915687251873,44678.4348313485,0,0,0,1015.23952190151,0,0,27322.2591927606,60331.0617481839,27322.3,31.2
"73","Kenya","Kericho","Belgut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821.53876589276,43.6253965951103,457.886553878257,0,0,89.4380757740516,13.5407694730568,24.9891030979379,0,24.6478593289283,0,1113.64196127607,135.166613603229,0,0,0,0,0.451968001205444,0,0,0,8613.23269001703,0,3558.69663263264,49.8085367820709,491.157785022937,0,0.548964028714657,7.42075438069821,0,40.29479934708,0,25.0529580358368,0,411.327998271661,255.709913359424,0,3.61843907281951,0,37.4942953146383,3.18981964672604,4555.98448477595,0,0,2042.55936666597,0,6181.37095801638,84.0391521607967,882.044886853055,0,0,17.5667187719492,0,76.1904094433435,0,44.4159821032249,0,756.26677425438,379.632154447376,0,0,0,0.445339773997855,0.233630988043785,2709.17896195565,0,0,5562.09506573652,0,42514.5,13561.6063565418,177.473085537978,1831.08922575425,0,0.548964028714657,114.425548926699,13.5407694730568,141.474311888361,0,94.1167994679901,0,2281.23673380211,770.508681410029,0,3.61843907281951,0,37.9396350886362,3.87541863597527,7265.1634467316,0,0,16217.8871224195,0,0,14338.1597569376,11482.8647473372,16693.4800345047,11482.9,27
"81","Kenya","Kiambu","Juja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116.54106186083,2.78703164044623,424.448109143166,0,0.103633597856307,0,0,293.272749002012,0,0,0,6884.91602249426,2161.92439155807,3.79654792376351,4.94037423592727,0,0.66423783199707,0,0,0,0,393.59780962361,0,4831.49813775282,8.57164115638858,771.244883021573,0,0.381808016164422,0,0,328.356171321595,0,0,0,11458.3058937885,17089.0630327639,196.604653028225,25.0265091044998,14.8997110390582,2.97071606237757,0,0,0,0,270.593637896,0,47284.5,6948.03919961365,11.3586727968348,1195.69299216474,0,0.485441614020729,0,0,621.628920323607,0,0,0,18343.2219162828,19250.987424322,200.401200951989,29.966883340427,14.8997110390582,3.63495389437464,0,0,0,0,664.19144751961,0,0,0,12286.9919689119,34997.5167949511,12287,26
"168","Kenya","Meru","Tigania West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638.13443367963,90.9750518528799,424.074364109323,0,47.9602147986752,40.2686035742554,12.0739529069115,117.017095031703,0,16.2086385537243,0,3041.54193084192,232.523351125552,237.888053050043,27.2674076707588,14.8433043950517,0,0,0,14.4180504149008,0,314.677611185019,23.8578533085565,8747.84882746241,368.245908297489,2147.25713537065,0,86.5705727853659,314.065195560865,75.9249801620294,588.18262585743,0,125.853536671664,0,7647.77143847065,1545.00046700316,1237.90229552685,148.693010025492,121.362262977185,0,159.579115952092,0,127.080785049882,0,358.811144171547,133.537720175854,30227.4,10385.983261142,459.220960150369,2571.33149947997,0,134.530787584041,354.33379913512,87.9989330689408,705.199720889133,0,142.062175225388,0,10689.3133693126,1777.52381812871,1475.79034857689,175.960417696251,136.205567372237,0,159.579115952092,0,141.498835464783,0,673.488755356567,157.39557348441,0,0,6293.72991649891,23933.6870215206,6293.7,20.8
"235","Kenya","Nyandarua","Kinangop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.405565664994,0,0,0,0,0,3821.81222220286,5258.5689814181,32.967865117366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.495558335654,0,0,0,0,0,13169.2095480505,2602.8256089252,13.210161252031,0,0,0,0,0,0,0,0,0,264.436458596603,0.88678798400116,34.5702429085641,0,0,1519.77034188856,64.1705090565193,0,0,3.76908837861452,0,34647.646731831,18950.8818396522,95.4271407455118,0,0,0,0.564959973444939,0,0,0,4.55110904932098,0,80736.2,264.436458596603,0.88678798400116,34.5702429085641,0,0,1770.67146588921,64.1705090565193,0,0,3.76908837861452,0,51638.6685020844,26812.2764299955,141.605167114909,0,0,0,0.564959973444939,0,0,0,4.55110904932098,0,0,9255.75463440332,15893.7408765634,55586.6752100644,15893.7,19.7
"5","Kenya","Baringo","Eldama Ravine",715.352978192052,13.2722208119859,110.251048339102,0,0,940.042071420874,51.5575128506134,0,0,38.9554974881224,0,3769.76786775246,18.5306517318861,0,0,0,0.177447599283957,0.0338976007919549,0,0,0,0,0,1434.26183620442,20.0576295467741,289.144601060249,0,0,56.6116206480788,0,0,0,56.25673559926,0,4992.66370209368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7927.8863712677,115.537367717869,1175.53842526178,0,0,487.298739791673,242.317821362531,4.26303378967896,0,59.876905402122,0,9109.30233835592,69.6533846178936,0,0,0,0,1.46889594779396,0,0,0,25.5599969218292,0.0722512019524455,31725.7,10077.5011856642,148.867218076629,1574.93407466113,0,0,1483.95243186063,293.875334213144,4.26303378967896,0,155.089138489504,0,17871.7339082021,88.1840363497797,0,0,0,0.177447599283957,1.50279354858592,0,0,0,25.5599969218292,0.0722512019524455,5657.94119378717,6848.99612515246,0,19218.7755316387,5657.9,17.8
"123","Kenya","Kitui","Mwingi North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821.76444559746,977.063695916433,816.041564367603,0,0,0,0,0,0,939.145380978318,0,0,205.063619671355,1053.30974432429,1097.33739602311,536.040749065748,0,0,0,70.0983621564228,0,0,0,28304.2297777476,4819.46152990218,3514.04641741774,0,0,0,0,0,0,5333.23793940392,0,0,1265.57562959086,5437.29129453718,4267.22895693228,2112.8496334824,0,0,0,475.192782216706,0,0,69.008621369617,67114,34125.994223345,5796.52522581861,4330.08798178535,0,0,0,0,0,0,6272.38332038223,0,0,1470.63924926221,6490.60103886146,5364.56635295539,2648.89038254815,0,0,0,545.291144373129,0,0,69.008621369617,0,0,11515.8649581007,55598.1225826005,11515.9,17.2
"267","Kenya","Trans Nzoia","Endebess",1526.13534150936,1.72266331454645,160.275840064107,0,0,119.567768666609,0,6.96211544291236,0,20.7310964839671,0,1010.2199445391,421.179031699663,0,0,0,0,0.603640207772472,0,0,0,0,0.451829279823954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.333090305328,0,0,0,41.2547796763611,0,2178.92601455032,611.030013084412,0,0,0,0,1.03310999657154,0,0,0,0,0,22838.0492445861,29.8959259182944,1835.16879825035,0,0,766.584941877216,0,61.7419075104087,0,57.6216161591934,0,3353.98347295223,1527.53017202894,0,0,0,0,3.67200576527513,0,0,0,0,18.9541281634916,36818.6,24364.1845860954,31.6185892328409,1995.44463831446,0,0,1111.48580084915,0,68.7040229533211,0,119.607492319522,0,6543.12943204165,2559.73921681301,0,0,0,0,5.30875596961914,0,0,0,0,19.4059574433155,3267.84927120787,0,3057.57700761299,30493.2022132115,6325.4,17.2
"240","Kenya","Nyeri","Kieni",171.270669637044,0.176149994134903,161.48241801342,0,0,2167.19745765599,0,0,0,0,0,27382.6535997742,17.5878411398454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.415787506092,1.33270621316795,136.58581320653,0,0,628.804148406634,0,25.3852255408897,0,0,0,7365.85692160111,0,0,0,0,0,0,0,0,0,325.298170186907,0,27533.3533257069,58.0217780056487,6926.35406388831,0,0,5665.57328719119,43.341890348185,1935.09240860774,0,4.33962597336288,0,143707.127685817,388.443101186167,2.42101808631492,0,0,0.221520229594915,0,0,0,0,7445.09300548874,0,232939.4,28551.03978285,59.5306342129516,7224.42229510826,0,0,8461.57489325381,43.341890348185,1960.47763414863,0,4.33962597336288,0,178455.638207192,406.030942326012,2.42101808631492,0,0,0.221520229594915,0,0,0,0,7770.39117567565,0,29900.3681362147,0,9329.67877266133,193709.382710529,39230,16.8
"270","Kenya","Trans Nzoia","Saboti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666.86601126011,7.98853455495373,400.514834880792,0,0,134.43998496215,0,13.7269107716686,0,11.6351529806707,0,608.470501069351,343.1806170977,0,0,0,0,0.801325135084198,0,0,0,0,2.43005178784522,19735.8771615288,23.845437326866,2256.01064847139,0,0,455.95666087995,0,59.7514436856852,0,32.2200013453225,0,2756.45000083864,944.528606288182,0,0,0,0,4.0843672328846,0,0,0,0,20.3247740837977,31479.1,23402.7431727889,31.8339718818198,2656.52548335218,0,0,590.3966458421,0,73.4783544573538,0,43.8551543259932,0,3364.92050190799,1287.70922338588,0,0,0,0,4.8856923679688,0,0,0,0,22.7548258716429,0,0,5190.05392450032,26289.0491016815,5190.1,16.5
"127","Kenya","Kwale","Matuga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.662850691541,70.2228731822206,2.11806361231048,0,0,0,0,0,0,0.153740489457933,0,0,56.7087226546857,325.540560562431,9.21530170053552,0.0338253664625454,0,0,0,0,0,0,0,1114.81394974829,315.697734596014,10.085183685265,0,0,0,0,0,0,1.48246364615537,0,0,303.064527699594,1912.37643982093,29.946890808231,0.260058869945053,0,0,0,0,0,0,0,4409.4,1372.47680043983,385.920607778234,12.2032472975755,0,0,0,0,0,0,1.6362041356133,0,0,359.77325035428,2237.91700038336,39.1621925087665,0.293884236407598,0,0,0,0,0,0,0,0,0,721.655938259644,3687.72724887442,721.7,16.4
