"","COUNTRY","NAME_1","NAME_2","ACOF_ha_spam","ACOF_area_profitable_ha","ACOF_actual_profit","BARL_ha_spam","BARL_area_profitable_ha","BARL_actual_profit","BEAN_ha_spam","BEAN_area_profitable_ha","BEAN_actual_profit","CASS_ha_spam","CASS_area_profitable_ha","CASS_actual_profit","CHIC_ha_spam","CHIC_area_profitable_ha","CHIC_actual_profit","COCO_ha_spam","COCO_area_profitable_ha","COCO_actual_profit","COTT_ha_spam","COTT_area_profitable_ha","COTT_actual_profit","COWP_ha_spam","COWP_area_profitable_ha","COWP_actual_profit","GROU_ha_spam","GROU_area_profitable_ha","GROU_actual_profit","LENT_ha_spam","LENT_area_profitable_ha","LENT_actual_profit","MAIZ_ha_spam","MAIZ_area_profitable_ha","MAIZ_actual_profit","PIGE_ha_spam","PIGE_area_profitable_ha","PIGE_actual_profit","PMIL_ha_spam","PMIL_area_profitable_ha","PMIL_actual_profit","POTA_ha_spam","POTA_area_profitable_ha","POTA_actual_profit","RCOF_ha_spam","RCOF_area_profitable_ha","RCOF_actual_profit","SMIL_ha_spam","SMIL_area_profitable_ha","SMIL_actual_profit","SORG_ha_spam","SORG_area_profitable_ha","SORG_actual_profit","SOYB_ha_spam","SOYB_area_profitable_ha","SOYB_actual_profit","SUGC_ha_spam","SUGC_area_profitable_ha","SUGC_actual_profit","SWPO_ha_spam","SWPO_area_profitable_ha","SWPO_actual_profit","TEAS_ha_spam","TEAS_area_profitable_ha","TEAS_actual_profit","TOBA_ha_spam","TOBA_area_profitable_ha","TOBA_actual_profit","WHEA_ha_spam","WHEA_area_profitable_ha","WHEA_actual_profit","total_cropland","total_profitable","actutal_profit"
"1","Rwanda","Amajyaruguru","Burera",3.19199991226196,0,0,0,0,0,27183.2224121094,7946.43130493164,224.199619859457,1402.98002624512,0,0,0,0,0,0,0,0,0,0,0,10.2480001449585,0,0,242.408010482788,6.88000011444092,39.7964735031128,0,0,0,19356.2639160156,0,0,0,0,0,0,0,0,1113.1600189209,172.783813476562,99.1351928710938,0,0,0,23.1060004234314,0,0,2522.81010055542,0,0,496.565990447998,0,0,2.50800006091595,0,0,1292.43997192383,247.000598907471,227.99694442749,2867.36003112793,0,0,11.0760005284101,0,0,215.500005692244,0.0300000011920929,9.84255313873291,56742.84,8373.13,600.97
"2","Rwanda","Amajyaruguru","Gakenke",16.7480000257492,0,0,0,0,0,29843.9624023438,15447.4205627441,1051.56629276276,1382.61603546143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.104011535645,38.8720033168793,365.820646762848,0,0,0,19644.1302490234,167.692398071289,5.80355834960938,0,0,0,0,0,0,2595.08195781708,2427.16313552856,2744.82912445068,0,0,0,17.3019999265671,0.142800003290176,3.05262041091919,3308.86396789551,86.8333969116211,8.0718879699707,486.101997375488,16.7281999588013,45.3692662715912,2.36400005221367,0,0,815.850006103516,648.025007247925,1562.70624160767,3843.03991699219,0,0,72.5920021645725,20.0484008789062,102.545181274414,706.656007111073,236.374391108751,173.542463492602,62964.41,19089.3,6063.31
"3","Rwanda","Amajyaruguru","Gicumbi",1095.87401640415,0,0,0,0,0,33731.6158447266,15363.3517913818,1392.05878162384,832.3440284729,0,0,0,0,0,0,0,0,0,0,0,2.19599986076355,0,0,184.476009368896,36.1004016399384,451.242199420929,0,0,0,14003.3558959961,207.798797607422,3.55985140800476,0,0,0,0,0,0,7536.00799560547,6656.46112060547,3648.71096229553,0,0,0,9.68200001120567,0,0,7648.6181640625,69.3639984130859,10.4196739196777,280.081999778748,6.8529999256134,41.6088962554932,1.26000003516674,0,0,579.13600063324,274.003606557846,1369.50198429823,1298.47598266602,0,0,126.746002733707,0.672399997711182,15.687991142273,1846.70597681403,179.012992858887,194.970698356628,69176.58,22793.62,7127.76
"4","Rwanda","Amajyaruguru","Musanze",0,0,0,0,0,0,10774.5941162109,713.536407470703,2.28228867053986,877.948387145996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.323642730713,0,0,0,0,0,11445.1119384766,0,0,0,0,0,0,0,0,9129.27374267578,0,0,0,0,0,50.4572713375092,0,0,104.522000312805,0,0,305.488988876343,0,0,4.06945449113846,0,0,676.693183898926,0,0,731.521999359131,0,0,0.30400001257658,0,0,4283.87798839808,0,0,38528.19,713.54,2.28
"5","Rwanda","Amajyaruguru","Rulindo",31.9799993038177,0,0,0,0,0,23128.7800292969,12055.9020996094,452.967515945435,535.608005523682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.264004707336,10.4264007210732,75.1400117874146,0,0,0,8156.75201416016,0,0,0,0,0,0,0,0,7153.18807983398,6437.86924743652,1982.46842956543,0,0,0,6.22600001096725,0,0,7084.87393188477,0,0,186.066000938416,0,0,0.792000018060207,0,0,316.049999237061,284.444997787476,486.035140991211,1064.59197998047,0,0,147.803999312222,0,0,1843.05397675931,0,0,49760.03,18788.64,2996.61
"6","Rwanda","Amajyepfo","Gisagara",102.659998238087,0,0,0,0,0,6221.37585449219,5740.41833496094,2858.23260498047,7207.76196289062,0,0,0,0,0,0,0,0,10.2200002670288,0,0,0,0,0,271.600006103516,27.1599998474121,24.8308067321777,0,0,0,1193.3099861145,11.0189995765686,7.76939392089844,13.1319999694824,11.8187999725342,100.592964172363,0,0,0,3096.27600097656,2837.14926147461,3999.32768249512,0,0,0,0,0,0,3844.6058921814,57.0744018554688,3.09210866689682,384.980010986328,73.7704029083252,94.700469493866,0.448000013828278,0,0,1896.00804901123,1706.40725708008,982.226902008057,16.1280002593994,0,0,98.9679985046387,5.83199977874756,13.9291715621948,1008.46998596191,27.2490010261536,15.2634918689728,25365.94,10497.9,8099.97
"7","Rwanda","Amajyepfo","Huye",66.1259984970093,0,0,0,0,0,17494.1520996094,14882.4185791016,5128.18453979492,445.984008789062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.20391845703,637.611785888672,318.084622621536,0,0,0,0,0,0,13046.6439208984,11516.9415283203,8323.19552612305,0,0,0,0,0,0,13723.4464111328,1658.05023193359,93.4731583595276,22.6520004272461,2.26520013809204,1.84864544868469,0,0,0,47.068000793457,42.3612022399902,38.6581535339355,0,0,0,415.333995819092,116.759199142456,904.372424125671,3962.23001098633,991.881595611572,197.513500213623,51770.84,29848.29,15005.33
"8","Rwanda","Amajyepfo","Kamonyi",40.4580001831055,0,0,0,0,0,14477.8318481445,13599.9935913086,3950.26932144165,586.067977905273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.448000907898,1.44480013847351,3.01946306228638,0,0,0,2449.25401306152,69.786997795105,29.7256681919098,0,0,0,0,0,0,8488.1799621582,8032.48135375977,6003.80201721191,0,0,0,0.881999969482422,0,0,8893.74783325195,359.476196289062,16.6083822250366,119.81199836731,9.07479977607727,18.4666857719421,0.126000002026558,0,0,103.726001739502,52.1934008598328,254.89590549469,126.755996704102,0,0,284.190000534058,103.633201599121,288.982154846191,2405.60996246338,108.870599746704,41.1261676549911,37991.09,22336.95,10606.9
"9","Rwanda","Amajyepfo","Muhanga",128.00199842453,0,0,0,0,0,20451.1822509766,12561.2025756836,6167.65955543518,174.384002685547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8960018157959,1.44480013847351,20.0403270721436,0,0,0,7427.39401245117,452.964778900146,454.931535720825,0,0,0,0,0,0,14322.6516723633,12946.8083496094,11652.682723999,0,0,0,2.47800004482269,0,0,14116.6216430664,2216.95941162109,256.429038524628,61.6559982299805,0,0,0.335999995470047,0,0,102.900001525879,46.3050003051758,227.293991088867,723.462001800537,0,0,432.683994293213,171.908397674561,1304.14456176758,3886.94396972656,661.945804595947,441.962683036923,61859.59,29059.54,20525.14
"10","Rwanda","Amajyepfo","Nyamagabe",102.678000450134,0,0,0,0,0,18721.4883422852,16054.066116333,3659.05310869217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4319.25202941895,508.263814926147,75.3860425949097,0,0,0,0,0,0,17861.5793113708,15152.393321991,11264.7765884399,0,0,0,0,0,0,14535.5718383789,518.217391967773,27.0719603989273,0,0,0,0,0,0,0,0,0,38.1479992866516,0,0,274.767999649048,97.3097991943359,266.341279029846,4544.0361289978,786.341588973999,134.046481609344,60397.52,33116.59,15426.68
