"","COUNTRY","NAME_1","ACOF_ha_spam","ACOF_area_profitable_ha","ACOF_actual_profit","BARL_ha_spam","BARL_area_profitable_ha","BARL_actual_profit","BEAN_ha_spam","BEAN_area_profitable_ha","BEAN_actual_profit","CASS_ha_spam","CASS_area_profitable_ha","CASS_actual_profit","CHIC_ha_spam","CHIC_area_profitable_ha","CHIC_actual_profit","COCO_ha_spam","COCO_area_profitable_ha","COCO_actual_profit","COTT_ha_spam","COTT_area_profitable_ha","COTT_actual_profit","COWP_ha_spam","COWP_area_profitable_ha","COWP_actual_profit","GROU_ha_spam","GROU_area_profitable_ha","GROU_actual_profit","LENT_ha_spam","LENT_area_profitable_ha","LENT_actual_profit","MAIZ_ha_spam","MAIZ_area_profitable_ha","MAIZ_actual_profit","PIGE_ha_spam","PIGE_area_profitable_ha","PIGE_actual_profit","PMIL_ha_spam","PMIL_area_profitable_ha","PMIL_actual_profit","POTA_ha_spam","POTA_area_profitable_ha","POTA_actual_profit","RCOF_ha_spam","RCOF_area_profitable_ha","RCOF_actual_profit","SMIL_ha_spam","SMIL_area_profitable_ha","SMIL_actual_profit","SORG_ha_spam","SORG_area_profitable_ha","SORG_actual_profit","SOYB_ha_spam","SOYB_area_profitable_ha","SOYB_actual_profit","SUGC_ha_spam","SUGC_area_profitable_ha","SUGC_actual_profit","SWPO_ha_spam","SWPO_area_profitable_ha","SWPO_actual_profit","TEAS_ha_spam","TEAS_area_profitable_ha","TEAS_actual_profit","TOBA_ha_spam","TOBA_area_profitable_ha","TOBA_actual_profit","WHEA_ha_spam","WHEA_area_profitable_ha","WHEA_actual_profit","total_cropland","total_profitable","actutal_profit"
"1","Sierra Leone","Eastern",0,0,0,0,0,0,0,0,0,70672.9181022644,845.575981140137,1308.33126068115,0,0,0,31111.0497949868,32.1919988393784,138.637628555298,28.7160006836057,21.3360008075833,184.151536941528,0,0,0,15672.7819795609,15672.7819795609,80510.1358566284,0,0,0,7118.36401891708,6975.89802312851,17946.4488039017,0,0,0,171.677997589111,171.677997589111,1713.25458145142,0,0,0,8321.00204497576,2978.59002187848,5804.09987068176,0,0,0,7225.24800348282,7004.73600625992,17767.5356912613,89.4059985280037,89.4059985280037,1186.49900054932,126.530001427978,0,0,8830.78400707245,8670.68000507355,66496.7141399384,0,0,0,18.5060003362596,5.740000102669,6532.91806983948,0,0,0,149386.99,42468.61,199588.73
"2","Sierra Leone","Northern",0,0,0,0,0,0,0,0,0,159860.109835029,19158.6955391169,14152.9355583191,0,0,0,2577.66911799647,194.541409742087,2925.32675552368,76.9256666973233,30.6836670711637,1796.78380012512,0,0,0,61456.366906099,61218.598903589,341271.449710846,0,0,0,15927.627040863,14698.1745948792,78641.706353426,0,0,0,24262.0954909325,22145.5680623055,62627.8221960068,13.5221789479256,13.5221789479256,51937.3268432617,1363.9451615233,436.220951925963,29814.4056186676,0,0,0,11295.6781237125,10301.5718748569,80389.1859903336,0,0,0,604.273577120155,79.2443809937686,13321.5564117432,19531.6350161135,17290.9646229744,298194.46517086,0,0,0,29.7975363396108,11.8899351824075,34323.6671981812,0,0,0,296999.65,145579.69,1009396.63
"3","Sierra Leone","Southern",0,0,0,0,0,0,0,0,0,149038.675680757,2919.82800292969,402.343967437744,0,0,0,8194.04255668074,74.242005109787,79.0228996276855,0,0,0,0,0,0,27414.6418653727,27391.6978658438,84056.4115753174,0,0,0,10598.5520963669,8988.5640847683,17510.2034204006,0,0,0,7474.62507691979,6371.66511932015,2341.59122991562,0,0,0,3552.97945231199,502.359237715602,5368.9295501709,0,0,0,9461.21167087555,7959.8996565342,15257.1973109245,4.31199979782104,4.31199979782104,746.085510253906,427.029544427991,32.7220010757446,642.417892456055,10795.447234869,9284.00924015045,56703.3481693268,0,0,0,28.8713337425143,2.58600001782179,3638.06953048706,0,0,0,226990.39,63531.89,186745.62
"4","Sierra Leone","Western",0,0,0,0,0,0,0,0,0,5404.39589309692,0,0,0,0,0,205.896366238594,0,0,0,0,0,0,0,0,1539.5082988739,1539.5082988739,2096.13735961914,0,0,0,350.613279342651,189.819272041321,399.740650177002,0,0,0,481.634917736053,216.538912773132,113.302844047546,0,0,0,63.3169982880354,0,0,0,0,0,157.33699798584,90.0629982948303,234.379390716553,0,0,0,15.7055448889732,0,0,858.229645729065,584.251636505127,1341.84967041016,0,0,0,0.482000019401312,0,0,0,0,0,9077.12,2620.18,4185.41
